x,y
-1.0,-0.07980643880298177
-0.9849246231155779,-0.22742453505803328
-0.9698492462311558,0.6315513917965108
-0.9547738693467337,0.5598993676378801
-0.9396984924623115,1.4789335442011549
-0.9246231155778895,0.7995186109128274
-0.9095477386934674,0.9493469132035783
-0.8944723618090452,0.9413682230101046
-0.8793969849246231,1.352568587695107
-0.864321608040201,1.5741185746888817
-0.8492462311557789,1.0702498407191545
-0.8341708542713568,1.8494937444399255
-0.8190954773869347,1.6347715398854552
-0.8040201005025126,2.2379872447866216
-0.7889447236180904,2.123281259792831
-0.7738693467336684,1.9911886617719854
-0.7587939698492463,1.5522746032605717
-0.7437185929648241,2.2036663368691283
-0.728643216080402,1.196164757874325
-0.7135678391959799,1.8787464651093246
-0.6984924623115578,2.1663264438223178
-0.6834170854271358,1.8321848845111128
-0.6683417085427136,1.783230464001535
-0.6532663316582914,1.4814976168495413
-0.6381909547738693,2.122427908035371
-0.6231155778894473,1.5804245377097796
-0.6080402010050252,1.8387391678358267
-0.592964824120603,1.6195986476859687
-0.5778894472361809,1.7948793935097485
-0.5628140703517588,0.5971988821424377
-0.5477386934673367,1.6579461389594017
-0.5326633165829147,1.605095581891729
-0.5175879396984925,1.7850004886167876
-0.5025125628140703,2.0208121463039683
-0.48743718592964824,1.1175827546338812
-0.4723618090452262,1.4722206128846116
-0.457286432160804,0.2317734857616638
-0.44221105527638194,1.1073195160166076
-0.42713567839195987,1.2639811675363812
-0.4120603015075377,0.520618524877997
-0.39698492462311563,1.2760413541048619
-0.38190954773869346,1.4244477353194323
-0.3668341708542714,1.0517537717244607
-0.3517587939698493,0.8829490699525802
-0.33668341708542715,1.3240928533409262
-0.3216080402010051,0.8052209028788848
-0.3065326633165829,1.5123250225660854
-0.29145728643216084,0.4749698404759428
-0.27638190954773867,0.11676279964962699
-0.2613065326633166,1.7246821530952798
-0.24623115577889454,0.7103780161100175
-0.23115577889447236,1.0820329276548422
-0.2160804020100503,1.3429073771514555
-0.20100502512562812,0.7262485123149575
-0.18592964824120606,0.035478493493670826
-0.170854271356784,0.25291465792156254
-0.15577889447236182,0.40379963004653247
-0.14070351758793975,0.16058799160771586
-0.12562814070351758,0.4583189441424406
-0.11055276381909551,1.0809806097763137
-0.09547738693467345,0.6432251539673626
-0.08040201005025127,0.9073417906113921
-0.0653266331658292,1.0548746602530934
-0.05025125628140703,0.6606125347399798
-0.035175879396984966,1.0785422991181477
-0.0201005025125629,-0.5834627007548662
-0.005025125628140725,0.714587220773212
0.01005025125628145,0.2774355093805614
0.025125628140703515,0.40959805800071103
0.04020100502512558,-0.32264967455339805
0.055276381909547645,0.28436493499307897
0.07035175879396971,0.6207481330582212
0.085427135678392,-0.15244589839053052
